text,label
easy mate guess the quick drink was bit ambitious,spam
babe i miiiiiiissssssssss you i need you i crave you geeee i m so sad without you babe i love you,spam
ok thanx,spam
aathi where are you dear,spam
tunji how s the queen how are you doing this is just wishing you a great day abiola,spam
today iz yellow rose day if u love my frndship give me misscall amp send this to ur frndz amp see how many miss calls u get if u get missed u marry ur lover,spam
will be out of class in a few hours sorry,spam
wat time u finish ur lect today,spam
free message jamster get the crazy frog sound now for poly text mad for real text mad to crazy sounds for just gbp week only t c s apply,spam
sad story of a man last week was my b day my wife did nt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish as i entered my cabin my pa said happy b day boss i felt special she askd me lunch after lunch she invited me to her apartment we went there she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out minuts latr wid a cake n my wife my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked,spam
your chance to be on a reality fantasy show call now just p per min ntt ltd po box croydon cr wb is a national rate call,spam
she s fine good to hear from you how are you my dear happy new year oh,spam
are you going to wipro interview today,spam
how tall are you princess,spam
i doubt you could handle times per night in any case,spam
haha hope ü can hear the receipt sound gd luck,spam
your gonna be the death if me i m gonna leave a note that says its all robs fault avenge me,spam
japanese proverb if one can do it u too can do it if none can do it u must do it indian version if one can do it let him do it if none can do it leave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it,spam
today i m not workin but not free oso gee thgt u workin at ur fren s shop,spam
in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for gudni,spam
do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love,spam
i want to be there so i can kiss you and feel you next to me,spam
i am not at all happy with what you saying or doing,spam
adult content your video will be with you shortly,spam
ok that would b lovely if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about,spam
what i m saying is if you haven t explicitly told nora i know someone i m probably just not gonna bother,spam
he says hi and to get your ass back to south tampa preferably at a kegger,spam
smith waste da i wanna gayle,spam
mum i ve sent you many many messages since i got here i just want to know that you are actually getting them do enjoy the rest of your day,spam
aight tomorrow around lt gt it is,spam
house maid is the murderer coz the man was murdered on lt gt th january as public holiday all govt instituitions are closed including post office understand,spam
your chance to be on a reality fantasy show call now just p per min ntt ltd po box croydon cr wb is a national rate call,spam
i actually did for the first time in a while i went to bed not too long after i spoke with you woke up at how was your night,spam
see you there,spam
i dont understand your message,spam
crucify is c not s you should have told me earlier,spam
idk you keep saying that you re not but since he moved we keep butting heads over freedom vs responsibility and i m tired i have so much other shit to deal with that i m barely keeping myself together once this gets added to it,spam
fuck cedar key and fuck her come over anyway tho,spam
twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,spam
hey boys want hot xxx pics sent direct ur phone txt porn to hrs free and then just p per day to stop text stopbcm sf wcnxx,spam
u still painting ur wall,spam
last chance claim ur worth of discount vouchers today text shop to now savamob offers mobile t cs savamob pobox muz sub,spam
printer is cool i mean groovy wine is groovying,spam
hi harish s rent has been transfred to ur acnt,spam
anything lor is she coming,spam
cbe is really good nowadays lot of shop and showrooms city is shaping good,spam
ü still attending da talks,spam
no probs hon how u doinat the mo,spam
k i ll take care of it,spam
i take it we didn t have the phone callon friday can we assume we won t have it this year now,spam
my battery is low babe,spam
shuhui has bought ron s present it s a swatch watch,spam
yeah there s quite a bit left i ll swing by tomorrow when i get up,spam
babe you said hours and it s been almost is your internet down,spam
k i ll be sure to get up before noon and see what s what,spam
k k yesterday i was in cbe,spam
went to ganesh dress shop,spam
pdate_now double mins and txts on orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd on or calloptout yhl,spam
ü collecting ur laptop then going to configure da settings izzit,spam
if you r home then come down within min,spam
aight i should be there by at the latest probably closer to are jay and tyler down or should we just do two trips,spam
come aftr lt decimal gt now i m cleaning the house,spam
ur cash balance is currently pounds to maximize ur cash in now send cash to only p msg cc po box tcr w,spam
bill as in are there any letters for me i m expecting one from orange that isn t a bill but may still say orange on it,spam
tell me pa how is pain de,spam
hi darlin i hope you had a nice night i wish i had come cant wait to see you love fran ps i want dirty anal sex and i want a man gang bang,spam
ha you don t know either i did a a clever but simple thing with pears the other day perfect for christmas,spam
helloooo wake up sweet morning welcomes you enjoy this day with full of joy gud mrng,spam
alrite,spam
why must we sit around and wait for summer days to celebrate such a magical sight when the worlds dressed in white oooooh let there be snow,spam
urgent your mobile number has been awarded with a prize guaranteed call from land line claim valid hrs only,spam
how do you guys go to see movies on your side,spam
sorry in meeting i ll call later,spam
you didn t have to tell me that now i m thinking plus he s going to stop all your runs,spam
kindly send some one to our flat before lt decimal gt today,spam
sorry u can not unsubscribe yet the mob offer package has a min term of weeks pls resubmit request after expiry reply themob help more info,spam
nothing lor a bit bored too then y dun u go home early sleep today,spam
what time should i tell my friend to be around,spam
yes that will be fine love you be safe,spam
thanks chikku gud nyt,spam
is xy in ur car when u picking me up,spam
thanx the time we ve spent geva its bin mint ur my baby and all i want is u xxxx,spam
yo any way we could pick something up tonight,spam
i ve not sent it he can send me,spam
fine am simply sitting,spam
thts god s gift for birds as humans hav some natural gift frm god,spam
are you coming to day for class,spam
im done just studyn in library,spam
ok u enjoy ur shows,spam
anything,spam
where wuld i be without my baby the thought alone mite break me and i don t wanna go crazy but everyboy needs his lady xxxxxxxx,spam
wat s my dear doing sleeping ah,spam
hi test on lt gt rd,spam
only students solved this cat question in xam lt gt lt gt lt gt then tell me the answer if u r brilliant thing i got d answr,spam
yo do you know anyone lt gt or otherwise able to buy liquor our guy flaked and right now if we don t get a hold of somebody its just loko all night,spam
yup n her fren lor i m meeting my fren at,spam
yeah we got one lined up for us,spam
and stop wondering wow is she ever going to stop tm ing me because i will tm you whenever i want because you are mine laughs,spam
lol yep did that yesterday already got my fireplace now its just another icon sitting there for me,spam
hey i ve booked the pilates and yoga lesson already haha,spam
are you ok what happen to behave like this,spam
you have new message please call,spam
my supervisor find me one lor i thk his students i havent ask her yet tell u aft i ask her,spam
hello no news on job they are making me wait a fifth week yeah im up for some woozles and weasels in exeter still but be home about,spam
no message no responce what happend,spam
we currently have a message awaiting your collection to collect your message just call,spam
hey babe sorry i didn t get sooner gary can come and fix it cause he thinks he knows what it is but he doesn t go as far a ptbo and he says it will cost lt gt bucks i don t know if it might be cheaper to find someone there we don t have any second hand machines at all right now let me know what you want to do babe,spam
make that fucks sake x,spam
leave it u will always be ignorant,spam
nope but i ll b going sch on fri quite early lor cos mys sis got paper in da morn,spam
at bruce b downs amp fletcher now,spam
where are you you said you would be here when i woke,spam
hey now am free you can call me,spam
tell me whos this pls,spam
urgent your mobile was awarded a bonus caller prize on our final attempt contact u call,spam
think i might have to give it a miss am teaching til twelve then have lecture at two damn this working thing,spam
id have to check but there s only like bowls worth left,spam
yes there were many sweets,spam
i would but i m still cozy and exhausted from last night nobody went to school or work everything is closed,spam
u have a secret admirer reveal who thinks u r so special call to opt out reply reveal stop per msg recd cust care,spam
buzzzz grins did i buzz your ass buzz your chest buzz your cock where do you keep your phone is the vibrator on did you feel it shake,spam
sir send to group mail check it,spam
i m doing da intro covers energy trends n pros n cons brief description of nuclear fusion n oso brief history of iter n jet got abt n half pages,spam
none nowhere ikno doesdiscount shitinnit,spam
you dont know you jabo me abi,spam
do you ever notice that when you re driving anyone going slower than you is an idiot and everyone driving faster than you is a maniac,spam
not yet had ya sapna aunty manege y day hogidhe chinnu full weak and swalpa black agidhane,spam
are you being good baby,spam
neft transaction with reference number lt gt for rs lt decimal gt has been credited to the beneficiary account on lt gt at lt time gt lt gt,spam
mostly sports type lyk footbl crckt,spam
ma head dey swell oh thanks for making my day,spam
u should make a fb list,spam
height of confidence all the aeronautics professors wer calld amp they wer askd sit in an aeroplane aftr they sat they wer told dat the plane ws made by their students dey all hurried out of d plane bt only didnt move he said if it is made by my students this wont even start datz confidence,spam
sary just need tim in the bollox it hurt him a lot so he tol me,spam
happy new year princess,spam
i ll text carlos and let you know hang on,spam
don t worry is easy once have ingredients,spam
i love u my little pocy bell i am sorry but i love u,spam
ok omw now you at castor,spam
yar lor keep raining non stop or u wan go elsewhere,spam
xmas offer latest motorola sonyericsson nokia free bluetooth or dvd double mins txt on orange call mobileupd on or calloptout qf,spam
what u mean u almost done done wif sleeping but i tot u going to take a nap yup i send her liao so i m picking her up at ard smth lor,spam
wonders in my world th you th ur style th ur smile th ur personality rd ur nature nd ur sms and st ur lovely friendship good morning dear,spam
tonight yeah i d be down for that,spam
what should i eat fo lunch senor,spam
he said that he had a right giggle when he saw u again you would possibly be the first persondie from nvq but think how much you could for,spam
no break time one how i come out n get my stuff fr ü,spam
reply to win weekly what professional sport does tiger woods play send stop to to end service,spam
i m there and i can see you but you can t see me maybe you should reboot ym i seen the buzz,spam
do you still have the grinder,spam
no polyphonic tone ur mob every week just txt pt to st tone free so get txtin now and tell ur friends p tone reply hl info,spam
love isn t a decision it s a feeling if we could decide who to love then life would be much simpler but then less magical,spam
hot live fantasies call now just p per min ntt ltd po box croydon cr wb is a national rate call,spam
k i did t see you k where are you now,spam
so i m doing a list of buyers,spam
no idea i guess we ll work that out an hour after we re supposed to leave since as usual nobody has any interest in figuring shit out before the last second,spam
mm not entirely sure i understood that text but hey ho which weekend,spam
they released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear,spam
don know he is watching film in computer,spam
no b thursday,spam
oh then your phone phoned me but it disconnected,spam
id onluy matters when getting on from offcampus,spam
this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop only,spam
excellent i ll see what riley s plans are,spam
i will see in half an hour,spam
you ve won tkts to the euro cup final or cash to collect call b pobox ppm,spam
ew are you one of them,spam
also hi wesley how ve you been,spam
ah you see you have to be in the lingo i will let you know wot on earth it is when has finished making it,spam
loan for any purpose homeowners tenants welcome have you been previously refused we can still help call free or text back help,spam
update_now mths half price orange line rental mins call mobileupd on or calloptout jq,spam
imagine life without me see how fast u are searching me don t worry l m always there to disturb u goodnoon,spam
hm good morning headache anyone,spam
yeah no probs last night is obviously catching up with you speak soon,spam
free unlimited hardcore porn direct your mobile txt porn to get free access for hrs then per day txt stop exit this msg is free,spam
i might go sch yar at e salon now v boring,spam
lt gt mins but i had to stop somewhere first,spam
lt gt is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday u happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi am the first to wishing u all these your s raj,spam
one of the joys in lifeis waking up each daywith thoughts that somewheresomeone cares enough tosend a warm morning greeting,spam
i didn t get the second half of that message,spam
wat time do u wan meet me later,spam
i thank you so much for all you do with selflessness i love you plenty,spam
am in film ill call you later,spam
how dare you change my ring,spam
you are a very very very very bad girl or lady,spam
i love ya too but try and budget your money better babe gary would freak on me if he knew,spam
what part of don t initiate don t you understand,spam
i finished my lunch already u wake up already,spam
you still at the game,spam
you have got tallent but you are wasting,spam
what is your record for one night,spam
also sir i sent you an email about how to log into the usc payment portal i ll send you another message that should explain how things are back home have a great weekend,spam
gonna let me know cos comes bak from holiday that day is coming don tgettext me number,spam
jokin only lar depends on which phone my father can get lor,spam
aight lemme know what s up,spam
get ready for lt gt inches of pleasure,spam
raji pls do me a favour pls convey my birthday wishes to nimya pls today is her birthday,spam
ok i feel like john lennon,spam
cos darren say ü considering mah so i ask ü,spam
you are not bothering me but you have to trust my answers pls,spam
wishing you and your family merry x mas and happy new year in advance,spam
one day a crab was running on the sea shore the waves came n cleared the footprints of the crab crab asked being my frnd y r u clearing my beautiful footprints waves replied a fox was following ur footprints to catch you thats y i cleared it off frndsship never lets u dwn gud nyt,spam
aight what time you want me to come up,spam
slaaaaave where are you must i summon you to me all the time now don t you wish to come to me on your own anymore,spam
your bill at is so thats not bad,spam
let me know how it changes in the next hrs it can even be appendix but you are out of that age range however its not impossible so just chill and let me know in hrs,spam
hello yeah i ve just got out of the bath and need to do my hair so i ll come up when i m done yeah,spam
so how s the weather over there,spam
ok not much to do here though h m friday cant wait dunno wot the hell im gonna do for another weeks become a slob oh wait already done that,spam
die now i have e toot fringe again,spam
lol they don t know about my awesome phone i could click delete right now if i want,spam
ok,spam
awesome question with a cute answer someone asked a boy how is ur life he smiled amp answered she is fine gudnite,spam
please leave this topic sorry for telling that,spam
pls send me the correct name da,spam
what happened to our yo date,spam
eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to now chance win cash wkent p,spam
webpage s not available,spam
just woke up yeesh its late but i didn t fall asleep til lt gt am,spam
you are now unsubscribed all services get tons of sexy babes or hunks straight to your phone go to no subscriptions,spam
dear all as we know lt gt th is the lt gt th birthday of our loving gopalettan we are planning to give a small gift on that day those who like to participate in that you are welcome please contact our admin team for more details,spam
k k from tomorrow onwards started ah,spam
what u talking bout early morning it s almost noon where your at,spam
fine do you remember me,spam
hi babe its jordan how r u im home from abroad and lonely text me back if u wanna chat xxsp visionsms com text stop to stopcost p,spam
ok how many should i buy,spam
sounds good keep me posted,spam
get a brand new mobile phone by being an agent of the mob plus loads more goodies for more info just text mat to,spam
ok so april cant wait,spam
boy you best get yo ass out here quick,spam
ay wana meet on sat ü wkg on sat,spam
i m now but have to wait till for the bus to pick me,spam
apart from the one i told you about yesterday,spam
ok lor but buy wat,spam
somebody should go to andros and steal ice,spam
don know i did t msg him recently,spam
take us out shopping and mark will distract isaiah d,spam
mum hope you are having a great day hoping this text meets you well and full of life have a great day abiola,spam
there is no sense in my foot and penis,spam
okay but i thought you were the expert,spam
deep sigh i miss you i am really surprised you haven t gone to the net cafe yet to get to me don t you miss me,spam
s s i thinl role is like sachin just standing others have to hit,spam
have a great trip to india and bring the light to everyone not just with the project but with everyone that is lucky to see you smile bye abiola,spam
and very importantly all we discuss is between u and i only,spam
k k how about your training process,spam
ok lor i ned go toa payoh a while return smth u wan send me there or wat,spam
in da car park,spam
i wish that i was with you holding you tightly making you see how important you are how much you mean to me how much i need you in my life,spam
so i asked how s anthony dad and your bf,spam
wnevr i wana fal in luv vth my books my bed fals in luv vth me yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,spam
what today sunday sunday is holiday so no work,spam
am going to take bath ill place the key in window,spam
lord of the rings return of the king in store now reply lotr by june chance win lotr soundtrack cds stdtxtrate reply stop to end txts,spam
dear take care i am just reaching home love u a lot,spam
staff science nus edu sg phyhcmk teaching pc,spam
have you emigrated or something ok maybe was a bit hopeful,spam
olol i printed out a forum post by a guy with the exact same prob which was fixed with a gpu replacement hopefully they dont ignore that,spam
we walked from my moms right on stagwood pass right on winterstone left on victors hill address is lt gt,spam
yo you at jp and hungry like a mofo,spam
this is all just creepy and crazy to me,spam
ok i din get ur msg,spam
tessy pls do me a favor pls convey my birthday wishes to nimya pls dnt forget it today is her birthday shijas,spam
pathaya enketa maraikara pa,spam
even if he my friend he is a priest call him now,spam
u so lousy run already come back then half dead hee,spam
that s y i said it s bad dat all e gals know u wat u doing now,spam
or remind me in a few hrs,spam
i had been hoping i would not have to send you this message my rent is due and i dont have enough for it my reserves are completely gone its a loan i need and was hoping you could her the balance is lt gt is there a way i could get that from you till mid march when i hope to pay back,spam
hi happy new year i dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is thanks,spam
hello hun how ru its here by the way im good been on dates with that guy i met in walkabout so far we have to meet up soon hows everyone else,spam
lol i was gonna last month i cashed some in but i left lt gt just in case i was collecting more during the week cause they announced it on the blog,spam
good luck draw takes place th feb good luck for removal send stop to customer services,spam
short but cute be a good person but dont try to prove gud mrng,spam
just haven t decided where yet eh,spam
wat time liao where still got,spam
yes watching footie but worried we re going to blow it phil neville,spam
i wait ü inside da car park,spam
uncle abbey happy new year abiola,spam
now am free call me pa,spam
r u saying i should re order the slippers cos i had to pay for returning it,spam
stop knowing me so well,spam
good evening this is roger how are you,spam
small problem in auction punj now asking tiwary,spam
free entry in a weekly comp for a chance to win an ipod txt pod to to get entry std txt rate t c s apply for details,spam
he telling not to tell any one if so treat for me hi hi hi,spam
my uncles in atlanta wish you guys a great semester,spam
st wk free gr tones str u each wk txt nokia on to for classic nokia tones or hit on to for polys nokia p poly p,spam
u coming pick me,spam
thats cool i liked your photos you are very sexy,spam
would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me again that needs to b sacked,spam
haha better late than ever any way i could swing by,spam
ok but i finish at,spam
lookatme thanks for your purchase of a video clip from lookatme you ve been charged p think you can do better why not send a video in a mmsto,spam
i ve been barred from all b and q stores for life this twat in orange dungerees came up to me and asked if i wanted decking so i got the first punch in,spam
so no messages had food,spam
ok going to sleep hope i can meet her,spam
wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem,spam
can you let me know details of fri when u find out cos i m not in tom or fri mentionned chinese thanks,spam
you re right i have now that i think about it,spam
wat r u doing now,spam
is ur lecture over,spam
sexy sexy cum and text me im wet and warm and ready for some porn u up for some fun this msg is free recd msgs p inc vat cancel text stop,spam
customer place i will call you,spam
not planned yet going to join company on jan only don know what will happen after that,spam
boy i love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl i love u kano,spam
haha i heard that text me when you re around,spam
i ll get there tomorrow and send it to you,spam
shit babe thasa bit messed up yeh she shudvetold u did urgran know neway illspeak umoro wen im not asleep,spam
oh thats late well have a good night and i will give u a call tomorrow iam now going to go to sleep night night,spam
cheers u tex mecause u werebored yeah okden hunny r uin wk sat sound s likeyour havin grfun j keep updat countinlots of loveme xxxxx,spam
sorry in meeting i ll call you later,spam
yo howz u girls never rang after india l,spam
yeah but which is worse for i,spam
hard live chat just p min choose your girl and connect live call now cheap chat uk s biggest live service vu bcmwcnxx,spam
i tagged my friends that you seemed to count as your friends,spam
not heard from u a while call rude chat private line to cum wan c pics of me gettin shagged then text pix to end send stop sam xxx,spam
ok,spam
long time you remember me today,spam
havent shopping now lor i juz arrive only,spam
thank u it better work out cause i will feel used otherwise,spam
are you up for the challenge i know i am,spam
how much did ur hdd casing cost,spam
mystery solved just opened my email and he s sent me another batch isn t he a sweetie,spam
i can t describe how lucky you are that i m actually awake by noon,spam
this is the nd time we have tried to contact u u have won the prize to claim just call b t cs stop sms ppm,spam
today is sorry day if ever i was angry with you if ever i misbehaved or hurt you plz plz just slap urself bcoz its ur fault i m basically good,spam
cheers for the card is it that time of year already,spam
hot live fantasies call now just p per min ntt ltd po box croydon cr wb k,spam
when people see my msgs they think iam addicted to msging they are wrong bcoz they don t know that iam addicted to my sweet friends bslvyl,spam
ugh hopefully the asus ppl dont randomly do a reformat,spam
haven t seen my facebook huh lol,spam
mah b i ll pick it up tomorrow,spam
still otside le u come morrow maga,spam
do u still have plumbers tape and a wrench we could borrow,spam
dear voucher holder to claim this weeks offer at you pc please go to ts cs apply,spam
it vl bcum more difficult,spam
ur going bahamas callfreefone and speak to a live operator to claim either bahamas cruise of cash only to opt out txt x to,spam
havent still waitin as usual ü come back sch oredi,spam
in meeting da i will call you,spam
k k then watch some films,spam
does cinema plus drink appeal tomo is a fr thriller by director i like on at mac at,spam
there the size of elephant tablets u shove um up ur ass,spam
so many people seems to be special at first sight but only very few will remain special to you till your last sight maintain them till life ends take cr da,spam
my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked,spam
dunno i juz askin cos i got a card got off a salon called hair sense so i tot it s da one ü cut ur hair,spam
good morning pookie pie lol hope i didn t wake u up,spam
maybe if you woke up before fucking this wouldn t be a problem,spam
happy birthday to you dear with lots of love rakhesh nri,spam
howz that persons story,spam
this is the nd time we have tried contact u u have won the pound prize claim is easy call now only p per min bt national rate,spam
x lt gt are you going to get that,spam
hi neva worry bout da truth coz the truth will lead me ur heart it s the least a unique person like u deserve sleep tight or morning,spam
ur awarded a city break and could win a summer shopping spree every wk txt store to skilgme tscswinawk age perwksub,spam
is ur paper today in e morn or aft,spam
i will lick up every drop are you ready to use your mouth as well,spam
and you will expect you whenever you text hope all goes well tomo,spam
great p diddy is my neighbor and comes for toothpaste every morning,spam
i av a new number wil u only use this one ta,spam
so its to be poking man everyday that they teach you in canada abi how are you just saying hi,spam
lor change suntec wat time u coming,spam
no de am seeing in online shop so that i asked,spam
just curious because my cuz asked what i was up to,spam
nice nice how is it working,spam
okay lor wah like that def they wont let us go haha what did they say in the terms and conditions,spam
haha yup hopefully we will lose a few kg by mon after hip hop can go orchard and weigh again,spam
she s good how are you where r u working now,spam
oh yes i ve just been a little under the weather so i ve kind of been coccooning at home,spam
at home also,spam
this phone has the weirdest auto correct,spam
oops my phone died and i didn t even know yeah i like it better,spam
havent mus ask if u can st wat of meet lunch den u n him meet can already lor or u wan go ask da ge st then confirm w me asap,spam
she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out minuts latr wid a cake n my wife,spam
oh yeah and hav a great time in newquay send me a postcard look after all the girls while im gone u know the im talkin bout xx,spam
we got a divorce lol she s here,spam
what s ur pin,spam
babe have you got enough money to pick up bread and milk and i ll give you it back when you get home,spam
i want snow it s just freezing and windy,spam
urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim y valid hrs only,spam
come to mahal bus stop lt decimal gt,spam
don know this week i m going to tirunelvai da,spam
me too baby i promise to treat you well i bet you will take good care of me,spam
its like that hotel dusk game i think you solve puzzles in a area thing,spam
thanks for your ringtone order reference number x your mobile will be charged should your tone not arrive please call customer services,spam
hi my love how goes that day fuck this morning i woke and dropped my cell on the way down the stairs but it seems alright phews i miss you,spam
well that must be a pain to catch,spam
sorry da thangam it s my mistake,spam
i need coz i never go before,spam
rose for red red for blood blood for heart heart for u but u for me send tis to all ur friends including me if u like me if u get back u r poor in relation u need some to support u r frnd many some luvs u some is praying god to marry u try it,spam
wife how she knew the time of murder exactly,spam
six chances to win cash from to pounds txt csh and send to cost p day days tsandcs apply reply hl info,spam
ur cash balance is currently pounds to maximize ur cash in now send collect to only p msg cc po box tcr w,spam
i feel like a dick because i keep sleeping through your texts and facebook messages sup you in town,spam
no plm i will come da on the way,spam
guess he wants alone time we could just show up and watch when they do,spam
height of recycling read twice people spend time for earning money and the same money is spent for spending time good morning keep smiling,spam
yup ü not comin,spam
yes princess toledo,spam
aight text me when you re back at mu and i ll swing by need somebody to get the door for me,spam
ron say fri leh n he said ding tai feng cant make reservations but he said wait lor,spam
good no swimsuit allowed,spam
am okay will soon be over all the best,spam
a cute thought for friendship its not necessary to share every secret with ur close frnd but watever u shared should be true,spam
ok i ve sent u da latest version of da project,spam
good morning my dear have a great amp successful day,spam
pls accept me for one day or am begging you change the number,spam
squeeeeeze this is christmas hug if u lik my frndshp den hug me back if u get u r cute u r luvd u r so lucky none people hate u,spam
its ok if anybody asks abt me u tel them p,spam
funny fact nobody teaches volcanoes erupt tsunamis arise hurricanes sway aroundn no teaches hw choose a wife natural disasters just happens,spam
you gonna ring this weekend or wot,spam
also track down any lighters you can find,spam
sorry i can t help you on this,spam
babe i need your advice,spam
i ll leave around four ok,spam
come to medical college at pm forward it da,spam
k k its good when are you going,spam
i can make lasagna for you vodka,spam
hi its kate can u give me a ring asap xxx,spam
who were those people were you in a tour i thought you were doing that sofa thing you sent me your curious sugar,spam
no but you told me you were going before you got drunk,spam
he fucking chickened out he messaged me he would be late and woould buzz me and then i didn t hear a word from him,spam
congratulations thanks to a good friend u have won the xmas prize claim is easy just call now only p per minute bt national rate,spam
i m always looking for an excuse to be in the city,spam
yup i m still having coffee wif my frens my fren drove she ll give me a lift,spam
o shore are you takin the bus,spam
so u gonna get deus ex,spam
i will send them to your email do you mind lt gt times per night,spam
do you want a new nokia i colour phone deliveredtomorrow with free minutes to any mobile free texts free camcorder reply or call,spam
tap spile at seven is that pub on gas st off broad st by canal ok,spam
ok then i come n pick u at engin,spam
which is why i never wanted to tell you any of this which is why i m so short with you and on edge as of late,spam
raviyog peripherals bhayandar east,spam
k actually can you guys meet me at the sunoco on howard it should be right on the way,spam
you have new voicemail please call,spam
moon has come to color your dreams stars to make them musical and my sms to give you warm and peaceful sleep good night,spam
just finished eating got u a plate not leftovers this time,spam
thanx a lot,spam
hurry home u big butt hang up on your last caller if u have to food is done and i m starving don t ask what i cooked,spam
lol your right what diet everyday i cheat anyway i m meant to be a fatty,spam
its a great day do have yourself a beautiful one,spam
what happened in interview,spam
solve d case a man was found murdered on lt decimal gt lt gt afternoon his wife called police police questioned everyone wife sir i was sleeping when the murder took place cook i was cooking gardener i was picking vegetables house maid i went d post office children we went play neighbour we went a marriage police arrested d murderer immediately who s it reply with reason if u r brilliant,spam
badrith is only for chennai i will surely pick for us no competition for him,spam
i tot it s my group mate lucky i havent reply wat time do ü need to leave,spam
hey you around i ve got enough for a half the ten i owe you,spam
hey tmr maybe can meet you at yck,spam
alrite sam its nic just checkin that this is ur number so is it t b,spam
they are just making it easy to pay back i have lt gt yrs to say but i can pay back earlier you get,spam
not to worry i m sure you ll get it,spam
the gas station is like a block away from my house you ll drive right by it since armenia ends at swann and you have to take howard,spam
someone u know has asked our dating service contact you cant guess who call now all will be revealed pobox lshb p,spam
camera you are awarded a sipix digital camera call fromm landline delivery within days,spam
my tuition is at hm we go for the to one do you mind,spam
i m not smoking while people use wylie smokes too much to justify ruining my shit,spam
dear good morning how you feeling dear,spam
a little meds say take once every hours it s only been but pain is back so i took another hope i don t die,spam
beautiful tomorrow never comes when it comes it s already today in the hunt of beautiful tomorrow don t waste your wonderful today goodmorning,spam
dunno lei ü all decide lor how abt leona oops i tot ben is going n i msg him,spam
hi there we have now moved in our pub would be great c u if u cud come up,spam
todays voda numbers ending are selected to receive a award if you hava a match please call quoting claim code standard rates app,spam
this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop only,spam
honeybee said i m d sweetest in d world god laughed amp said wait u havnt met d person reading this msg moral even god can crack jokes gm gn ge gn,spam
just do what ever is easier for you,spam
rct thnq adrian for u text rgds vatian,spam
stop calling everyone saying i might have cancer my throat hurts to talk i can t be answering everyones calls if i get one more call i m not babysitting on monday,spam
it ll be tough but i ll do what i have to,spam
im gonnamissu so much i would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract luv yaxx,spam
ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee name lt gt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra lt gt true don t neglet,spam
hi darlin i finish at do u pick me up or meet me text back on this number luv kate xxx,spam
set a place for me in your heart and not in your mind as the mind easily forgets but the heart will always remember wish you happy valentines day,spam
but i m surprised she still can guess right lor,spam
okie ü wan meet at bishan cos me at bishan now i m not driving today,spam
oh ho is this the first time u use these type of words,spam
hi darlin how was work did u get into trouble ijust talked to your mum all morning i had a really good time last night im goin out soon but call me if u can,spam
i know you are serving i mean what are you doing now,spam
huh hyde park not in mel ah opps got confused anyway if tt s e best choice den we juz have to take it,spam
oh gei that happend to me in tron maybe ill dl it in d when its out,spam
free message activate your free text messages by replying to this message with the word free for terms conditions visit,spam
i know girls always safe and selfish know i got it pa thank you good night,spam
no worries hope photo shoot went well have a spiffing fun at workage,spam
i m freezing and craving ice fml,spam
kay since we are out already,spam
eh sorry leh i din c ur msg not sad already lar me watching tv now u still in office,spam
yo im right by yo work,spam
ok darlin i supose it was ok i just worry too much i have to do some film stuff my mate and then have to babysit again but you can call me there xx,spam
she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out minuts latr wid a cake n my wife,spam
i don wake since i checked that stuff and saw that its true no available spaces pls call the embassy or send a mail to them,spam
nope juz off from work,spam
huh so fast dat means u havent finished painting,spam
what number do u live at is it,spam
no we put party days a week and study lightly i think we need to draw in some custom checkboxes so they know we re hardcore,spam
sac will score big hundred he is set batsman,spam
send me yetty s number pls,spam
how much it will cost approx per month,spam
